max_affordable_price,product,location,email,Order_size,contact,expected_delivery_time( num of days),Order_id
$2120.08,Books,Florida,rvenningsie@rambler.ru,4651,727-708-4661,1,663
$3696.99,Games,Pennsylvania,gbazocheif@stumbleupon.com,3506,717-504-0283,10,664
$962.91,Grocery,California,hfluryig@opera.com,4071,562-120-9932,4,665
$3513.46,Home,Florida,shulkesih@google.ru,3696,850-666-2014,4,666
$1822.10,Computers,North Carolina,ffennelowii@dion.ne.jp,4189,704-547-0608,14,667
$1317.09,Music,Ohio,enicklinij@sciencedaily.com,182,937-197-5708,20,668
$3175.27,Music,California,eblondellik@privacy.gov.au,4480,916-638-0616,18,669
$3777.21,Music,California,ncheneyil@sakura.ne.jp,1124,415-763-0583,22,670
$3968.48,Health,Alabama,akepeim@hhs.gov,4751,205-796-8816,21,671
$4182.94,Garden,Florida,slipmanin@vk.com,4530,941-780-5651,9,672
$1865.90,Computers,Ohio,sflatteio@va.gov,3039,330-698-5698,11,673
$2030.33,Movies,North Carolina,bsahlstromip@acquirethisname.com,4229,704-674-5481,15,674
$4262.18,Kids,Ohio,gblooriq@google.com,2030,513-945-8321,19,675
$4626.34,Industrial,Wisconsin,sgarahanir@ucoz.ru,4317,608-478-0565,28,676
$3066.65,Grocery,New Jersey,lmuatis@wikimedia.org,3280,862-797-7462,1,677
$4162.15,Tools,California,asymersit@nbcnews.com,149,408-546-4913,5,678
$3578.49,Baby,California,sbranfordiu@behance.net,4083,650-219-2919,27,679
$2856.50,Computers,California,slemaryiv@soundcloud.com,1534,619-404-5065,10,680
$460.34,Shoes,Florida,mpighillsiw@alexa.com,4569,407-631-9683,23,681
$3481.04,Jewelry,Florida,zkrauseix@youtu.be,1401,305-802-3780,18,682
$4003.91,Tools,Ohio,jjirekiy@webmd.com,1736,330-459-2991,15,683
$4532.14,Baby,Florida,arannellsiz@sitemeter.com,1539,239-387-1893,2,684
$1999.57,Beauty,Alabama,blegendrej0@princeton.edu,4286,334-828-4296,25,685
$3475.77,Home,Alabama,sacunaj1@examiner.com,4117,251-687-5362,21,686
$3070.38,Electronics,Ohio,dwilkowskij2@naver.com,1695,740-371-8062,3,687
$2523.22,Health,California,kpetticrowj3@clickbank.net,37,818-587-7222,29,688
$635.60,Clothing,Connecticut,losgardbyj4@yale.edu,2710,860-271-3329,24,689
$454.09,Automotive,Pennsylvania,dsadgrovej5@cpanel.net,4751,484-194-3067,8,690
$4033.11,Baby,California,khammarbergj6@mlb.com,679,916-992-9263,4,691
$3612.87,Games,Pennsylvania,jgaymerj7@ted.com,3741,717-996-6012,16,692
$4774.56,Toys,Florida,kkinnardj8@ocn.ne.jp,4525,954-480-5887,19,693
$2466.83,Grocery,Florida,jumfreyj9@economist.com,1619,754-105-0080,26,694
$1962.38,Movies,California,glastja@qq.com,2047,951-994-7023,30,695
$4364.92,Books,Florida,adenejb@g.co,1801,561-238-9589,28,696
$3210.21,Home,California,scargenjc@1und1.de,909,925-641-6931,25,697
$3255.77,Clothing,Alabama,ealdingtonjd@disqus.com,1188,251-800-6356,19,698
$4894.12,Electronics,California,mkeenlaysideje@umich.edu,4778,626-753-7288,29,699
$4572.26,Electronics,Alabama,mfeldmesserjf@psu.edu,4975,205-192-2184,11,700
$1313.73,Kids,California,sorwelljg@apache.org,1116,714-752-3436,12,701
$3088.21,Sports,California,mwelsbyjh@google.com,1802,714-382-0579,11,702
$2228.42,Electronics,Ohio,atillyji@drupal.org,1527,614-925-5695,17,703
$664.31,Movies,Florida,scrippsjj@soundcloud.com,2735,786-617-1527,5,704
$3426.71,Clothing,Florida,gteaguejk@marketwatch.com,1917,941-985-3672,17,705
$2868.24,Health,Florida,jnewberyjl@reference.com,2001,772-553-2655,5,706
$1614.16,Computers,Pennsylvania,drolfejm@jiathis.com,4965,724-403-9941,29,707
$4974.53,Beauty,Florida,glivingstonjn@google.pl,3578,305-245-5174,6,708
$306.33,Automotive,California,cwestoverjo@yahoo.com,2456,714-920-8131,9,709
$1040.20,Jewelry,Connecticut,africkjp@i2i.jp,4095,203-440-8729,7,710
$4836.33,Outdoors,New Jersey,mpimblettjq@tinyurl.com,3909,609-783-2824,10,711
$3901.56,Kids,Florida,hspadarojr@squidoo.com,4030,786-244-1641,29,712
$1900.43,Tools,California,nashelfordjs@ebay.co.uk,4653,909-872-1269,27,713
$4275.43,Grocery,Florida,hthompstonejt@digg.com,441,754-447-0249,20,714
$2911.07,Tools,California,ajohnysju@tinypic.com,3520,805-128-0448,3,715
$1873.25,Games,Kansas,bainleyjv@google.fr,2132,913-313-4955,17,716
$978.55,Games,Pennsylvania,gseedhousejw@tripadvisor.com,1492,814-797-1101,1,717
$3922.37,Movies,Ohio,tballaamjx@amazon.com,2723,937-385-6505,10,718
$4891.46,Jewelry,Ohio,jfacejy@engadget.com,2684,419-938-1542,16,719
$4868.05,Sports,North Carolina,ooloshkinjz@mozilla.org,2842,919-125-5358,26,720
$4020.42,Garden,California,nenserk0@sogou.com,3337,805-707-2901,12,721
$2721.67,Games,California,bwimpk1@uiuc.edu,3488,909-694-4803,22,722
$4804.57,Shoes,Florida,cnaultyk2@ox.ac.uk,2699,954-967-5863,13,723
$3512.64,Electronics,Kansas,jheinzelk3@ucoz.ru,1756,913-894-6048,27,724
$4563.72,Kids,Florida,lhadekek4@ucla.edu,752,941-666-2357,4,725
$4545.94,Automotive,Kansas,sdobsonk5@smugmug.com,116,785-568-3338,1,726
$4259.33,Garden,California,jelcockk6@uiuc.edu,2578,925-751-0093,7,727
$4941.22,Computers,Pennsylvania,edumbellk7@biblegateway.com,1691,717-651-5280,26,728
$694.96,Garden,California,tduttk8@cam.ac.uk,4862,530-217-1415,5,729
$2721.47,Books,Ohio,mlumsdainek9@arizona.edu,2944,419-799-5462,14,730
$174.44,Clothing,California,drandka@shutterfly.com,498,714-551-6007,14,731
$3633.39,Home,Florida,igladdenkb@yellowbook.com,2287,941-700-6767,5,732
$532.29,Shoes,North Carolina,smeniskc@xinhuanet.com,2803,336-787-7628,4,733
$755.21,Beauty,Ohio,famsbergerkd@godaddy.com,2897,330-986-0540,1,734
$2107.22,Jewelry,California,mseilmannke@bloglines.com,3002,619-553-2519,28,735
$676.33,Sports,North Carolina,gsemperkf@xinhuanet.com,1343,704-784-0938,15,736
$1930.41,Shoes,Pennsylvania,cpringuerkg@infoseek.co.jp,1896,215-460-3577,30,737
$296.47,Music,Kansas,anorledgekh@blogspot.com,4304,785-499-8217,6,738
$1143.76,Tools,Wisconsin,cmccambridgeki@zimbio.com,3324,608-844-3153,2,739
$2096.62,Books,California,cpurdomkj@oakley.com,4719,818-517-5805,22,740
$1940.22,Electronics,Kansas,astrankkk@bbb.org,1658,913-629-9493,10,741
$737.61,Grocery,Pennsylvania,fdrakerskl@spiegel.de,1818,215-395-0630,6,742
$732.16,Jewelry,Florida,bwharinkm@theguardian.com,2017,407-505-9888,3,743
$2304.71,Shoes,California,cthynnkn@geocities.com,2592,209-483-1389,14,744
$2798.66,Computers,Alabama,rtorettako@github.io,4181,205-414-4537,22,745
$2187.69,Outdoors,Alabama,aduhigkp@webnode.com,3338,251-226-7562,25,746
$4953.20,Computers,Florida,pmitkovkq@psu.edu,2377,305-268-2863,29,747
$2521.12,Movies,New Jersey,mharrildkr@symantec.com,2246,732-859-2174,4,748
$3036.67,Games,California,rsallingerks@printfriendly.com,2594,626-122-3185,11,749
$1953.94,Tools,Florida,lgibsonkt@youtu.be,2704,786-406-3051,24,750
$4335.84,Computers,California,dbleasdaleku@yahoo.com,1606,951-271-1647,24,751
$4655.59,Baby,Wisconsin,cjagielskikv@unblog.fr,4562,414-534-3730,2,752
$4090.10,Jewelry,Florida,matheykw@artisteer.com,3792,772-280-9505,10,753
$2121.85,Toys,Florida,tbartholomewkx@a8.net,4674,727-443-3824,12,754
$4943.88,Games,Ohio,sburrelky@google.com.br,4615,513-765-6628,15,755
$2969.56,Sports,Florida,nprahmkz@mapquest.com,3967,786-994-3867,6,756
$1399.50,Beauty,California,lgunningl0@canalblog.com,2254,310-444-9560,12,757
$3037.56,Shoes,Alabama,flattyl1@auda.org.au,209,251-247-0722,11,758
$2237.47,Health,Florida,cmanuelil2@macromedia.com,4567,904-687-0187,7,759
$346.95,Home,California,fstuckl3@lycos.com,4900,559-243-4329,19,760
$4997.33,Toys,California,mruffl4@webmd.com,2008,323-737-2264,1,761
$4473.15,Books,California,jcaspelll5@blinklist.com,1471,310-850-8906,8,762
$1576.40,Electronics,California,agotfreyl6@nifty.com,1220,559-930-1440,29,763
$3769.10,Shoes,California,rhalgarthl7@who.int,2680,714-110-8242,9,764
$316.91,Books,California,dthingl8@hubpages.com,1725,650-125-7056,11,765
$1918.60,Computers,California,tpecholdl9@eventbrite.com,2798,760-275-7542,17,766
$4823.68,Garden,Alabama,lleemingla@telegraph.co.uk,3821,251-243-1159,3,767
$2014.50,Books,North Carolina,ksteartlb@wired.com,3143,704-437-8140,5,768
$3474.60,Baby,Pennsylvania,mgyteshamlc@examiner.com,568,215-927-1903,4,769
$949.11,Computers,California,glodderld@gnu.org,3252,951-518-2971,7,770
$795.67,Clothing,California,afeenyle@instagram.com,3302,818-483-4849,25,771
$1730.30,Beauty,Wisconsin,dlacelettlf@opera.com,1170,608-582-3016,18,772
$4661.39,Clothing,Ohio,abrahamlg@google.nl,2513,330-644-9368,22,773
$2933.50,Beauty,California,mbardwelllh@google.com.br,1294,805-643-3133,2,774
$1298.39,Health,Ohio,bmerielli@clickbank.net,745,937-987-3685,15,775
$2129.79,Shoes,California,tcowardlj@mapy.cz,4370,916-982-7420,23,776
$4083.59,Beauty,Pennsylvania,tthackerlk@squarespace.com,2562,412-112-3114,28,777
$2082.49,Clothing,Florida,ctemplell@cbc.ca,2054,786-105-1037,10,778
$2785.16,Health,Florida,asproullm@instagram.com,2510,727-181-3636,8,779
$2110.50,Beauty,California,abeamontln@gizmodo.com,1619,562-957-0831,26,780
$4024.09,Movies,California,isimkinlo@live.com,2529,818-950-2246,10,781
$849.97,Health,Pennsylvania,lgilbodylp@house.gov,979,412-742-3219,5,782
$1494.84,Movies,California,kdignanlq@rambler.ru,4585,209-614-2893,15,783
$813.04,Home,California,sbentzlr@guardian.co.uk,2739,408-776-1608,30,784
$4580.88,Tools,North Carolina,gvanbaarenls@psu.edu,857,919-507-4641,10,785
$4586.29,Industrial,North Carolina,betridgelt@comcast.net,1675,919-718-3081,14,786
$4535.63,Games,Alabama,lschermelu@wp.com,2303,251-218-7992,26,787
$512.82,Home,California,aluckmanlv@indiatimes.com,3685,562-462-1380,4,788
$2877.06,Sports,Florida,adunstanlw@fema.gov,4565,407-168-7806,4,789
$2816.61,Baby,Pennsylvania,tbroodeslx@slate.com,2999,717-189-9932,22,790
$18.82,Shoes,California,hbremmellly@mapy.cz,1625,916-154-8434,3,791
$3929.32,Shoes,Florida,awhitlandlz@cbc.ca,4241,407-899-1304,30,792
$1546.16,Grocery,California,eweerdenburgm0@geocities.jp,4426,916-964-0538,21,793
$1290.57,Industrial,California,tbellangerm1@storify.com,4972,619-887-2689,8,794
$1760.29,Grocery,Kansas,dscainm2@ebay.co.uk,3272,913-703-1406,18,795
$4255.12,Home,Ohio,ameugensm3@cnbc.com,4890,937-753-5630,4,796
$2855.28,Health,California,ahumbeym4@edublogs.org,4978,760-562-8782,8,797
$2501.59,Tools,Pennsylvania,mrodgerm5@sogou.com,4400,570-184-9436,10,798
$1112.12,Automotive,Florida,bglennm6@usda.gov,778,727-406-9963,19,799
$4473.83,Jewelry,Ohio,atomasekm7@loc.gov,609,937-889-1009,23,800
$4768.20,Shoes,Connecticut,amillingtonm8@goo.gl,1737,203-763-7860,15,801
$2589.59,Automotive,Pennsylvania,gmordauntm9@mediafire.com,2568,215-696-2911,19,802
$2577.83,Outdoors,Connecticut,ejaqueminetma@cyberchimps.com,2446,203-471-6351,28,803
$1188.48,Electronics,North Carolina,jmilanmb@dagondesign.com,668,704-313-3421,29,804
$4725.47,Kids,California,lgeddismc@example.com,2938,661-869-4905,14,805
$2648.18,Games,Pennsylvania,fbedowmd@examiner.com,2509,814-760-0758,9,806
$2975.60,Clothing,Florida,efadianme@si.edu,1114,863-647-0429,10,807
$1165.29,Jewelry,Alabama,bshewrymf@hexun.com,2039,205-792-6668,7,808
$2956.03,Shoes,Florida,scroixmg@cpanel.net,4753,305-181-5599,3,809
$3163.42,Outdoors,Pennsylvania,sblackstermh@java.com,4536,412-803-7195,29,810
$72.10,Books,California,gprudencemi@samsung.com,76,209-471-0717,10,811
$4665.61,Electronics,Ohio,pgraebermj@meetup.com,4719,216-407-7146,7,812
$4411.45,Music,Connecticut,abreawoodmk@trellian.com,2363,860-225-6320,15,813
$2250.65,Shoes,California,tpavlikml@illinois.edu,4951,415-840-0183,1,814
$451.00,Movies,Ohio,nokellmm@wikia.com,2627,330-461-3354,23,815
$4535.84,Games,Kansas,rmaccallammn@sbwire.com,4682,913-335-2327,8,816
$4341.95,Sports,Florida,kduignanmo@goodreads.com,913,850-639-0546,29,817
$2336.37,Electronics,Florida,cdoolymp@gov.uk,2317,813-144-7572,14,818
$1239.90,Health,Kansas,amcveymq@ow.ly,4403,785-780-6182,23,819
$3974.56,Books,Florida,jcrossdalemr@nydailynews.com,2899,727-156-8985,6,820
$1617.41,Movies,California,psorbiems@tuttocitta.it,4419,310-692-3472,25,821
$4894.64,Sports,Florida,tloggmt@mozilla.com,4740,850-923-5021,1,822
$2594.81,Sports,Ohio,jlanphiermu@macromedia.com,3614,614-804-6401,6,823
$3623.74,Beauty,Florida,brichtenmv@tripadvisor.com,4831,904-713-2179,5,824
$4418.76,Tools,Alabama,fbeardwoodmw@freewebs.com,2374,256-693-1399,28,825
$698.78,Beauty,California,areimsmx@cbslocal.com,4184,562-299-8123,8,826
$125.64,Books,California,sblademy@miibeian.gov.cn,2445,415-989-6792,18,827
$2457.16,Books,North Carolina,sancliffemz@cbsnews.com,3807,828-543-8737,24,828
$4266.53,Sports,California,gdantesian0@loc.gov,1617,858-837-4261,16,829
$2103.00,Clothing,Florida,bfelipen1@apache.org,982,772-465-5132,16,830
$4341.70,Home,Connecticut,fleirmonthn2@jugem.jp,2614,203-618-4035,12,831
$3157.52,Shoes,Florida,mhoven3@uiuc.edu,2837,941-824-5624,11,832
$404.14,Games,California,awestmancoatn4@sfgate.com,1873,310-328-4494,6,833
$4325.81,Kids,California,gmatchesn5@scientificamerican.com,361,818-706-1901,29,834
$4872.00,Books,California,aparnbyn6@mysql.com,2155,209-750-8769,28,835
$352.67,Clothing,Pennsylvania,bkinzeln7@marriott.com,3470,215-388-6492,16,836
$3039.70,Computers,Florida,mchampneysn8@google.co.jp,2275,727-939-9968,15,837
$2332.56,Computers,Alabama,etissimann9@infoseek.co.jp,2282,334-479-2367,4,838
$4671.87,Music,New Jersey,cbatchelorna@hexun.com,2973,609-466-3862,22,839
$1057.79,Games,Ohio,ldriversnb@dagondesign.com,2390,330-917-0611,29,840
$3505.43,Garden,Pennsylvania,agierkenc@skyrock.com,1811,215-948-6918,25,841
$152.07,Books,Pennsylvania,slethemnd@hatena.ne.jp,3341,412-615-4806,29,842
$716.29,Tools,Ohio,elebondne@free.fr,3695,330-390-2857,21,843
$468.42,Kids,California,ahabbertnf@chicagotribune.com,4034,818-448-9929,17,844
$1190.66,Toys,California,gsillitoeng@blogs.com,2409,714-312-8603,18,845
$1924.38,Tools,California,icruxtonnh@theatlantic.com,3182,626-840-1030,30,846
$4798.64,Garden,North Carolina,mnorthcottni@apple.com,4326,910-407-1554,25,847
$4540.84,Kids,Ohio,emessentnj@youku.com,687,419-125-5816,30,848
$1818.90,Tools,California,brenachowskink@upenn.edu,605,559-590-1242,2,849
$182.28,Toys,California,rholsteinnl@ycombinator.com,1766,415-258-1965,20,850
$2078.65,Health,California,ckeiltynm@amazonaws.com,3640,310-866-8580,25,851
$1508.31,Industrial,Florida,apashbann@printfriendly.com,166,561-377-7327,18,852
$3499.32,Automotive,California,jcolumbineno@wsj.com,151,909-427-6221,17,853
$1108.49,Beauty,Alabama,jraggenp@phpbb.com,3398,205-695-7592,11,854
$3062.68,Movies,Florida,mmaciunasnq@theatlantic.com,2063,727-803-3328,7,855
$4855.63,Toys,Florida,gcrusenr@cnbc.com,3634,407-892-7300,11,856
$4369.02,Outdoors,Florida,bbeentjesns@weather.com,564,850-361-4039,5,857
$1326.98,Automotive,Wisconsin,sdimeont@yahoo.co.jp,4553,414-964-0417,28,858
$1410.38,Grocery,Florida,tdavidovicinu@rediff.com,1742,561-430-1208,23,859
$203.64,Health,California,lfolletnv@ft.com,2730,702-469-2345,11,860
$445.91,Computers,Florida,byurmanovevnw@yahoo.com,2126,386-892-4521,21,861
$3201.44,Clothing,Alabama,vsantrynx@fc2.com,4419,251-878-8226,25,862
$1886.87,Health,North Carolina,mbruhnkeny@360.cn,4292,919-971-9563,26,863
$3415.50,Games,Wisconsin,jrozeanz@independent.co.uk,4532,414-413-9521,27,864
$2104.86,Garden,California,wallensono0@sina.com.cn,4127,209-792-5380,2,865
$4724.27,Industrial,California,bserriso1@nbcnews.com,41,916-185-1940,6,866
$522.07,Toys,California,nnottio2@sourceforge.net,4908,909-133-3060,2,867
$2185.09,Books,California,dwhitrodo3@senate.gov,3716,213-752-7858,22,868
$4229.81,Tools,California,jgoneyo4@businessinsider.com,1307,805-746-6537,19,869
$3272.91,Home,Florida,zstroobanto5@geocities.jp,4356,772-731-5784,20,870
$3024.29,Garden,Florida,lgrisardo6@ucsd.edu,1279,239-397-1621,17,871
$4398.40,Computers,North Carolina,hjentgenso7@homestead.com,4085,336-721-5701,13,872
$597.15,Baby,California,cwhaleyo8@wp.com,3462,408-665-1665,9,873
$1422.24,Games,California,hraistono9@arstechnica.com,1175,209-112-7465,22,874
$3358.51,Electronics,Pennsylvania,fsundinoa@newyorker.com,4954,215-653-9340,26,875
$1053.31,Health,California,hdevineob@ox.ac.uk,2313,916-422-1725,16,876
$4374.08,Shoes,Pennsylvania,adunleavyoc@ocn.ne.jp,961,610-720-8366,24,877
$1688.65,Baby,Wisconsin,cthormwellod@privacy.gov.au,4117,608-417-0796,4,878
$4696.79,Home,Alabama,abudgeyoe@studiopress.com,1363,251-160-1434,9,879
$2837.56,Books,California,alorainof@ocn.ne.jp,440,510-691-9370,26,880
$3387.64,Computers,California,kpaxefordog@squidoo.com,3001,559-171-5912,4,881
$1126.86,Clothing,California,mpetrussioh@japanpost.jp,2132,805-583-4841,1,882
$323.68,Outdoors,Florida,cskeyoi@hud.gov,607,352-231-7960,26,883
$4563.80,Beauty,California,lkernaghanoj@meetup.com,2418,916-320-8088,3,884
$1920.73,Baby,California,dpesseltok@woothemes.com,4867,909-186-7578,11,885
$631.44,Kids,California,bschusterlol@amazon.co.uk,47,213-737-7395,29,886
$648.96,Grocery,California,kapplewhaiteom@sun.com,1554,760-895-0421,25,887
$4473.82,Electronics,Connecticut,gtipladyon@php.net,2761,203-245-0041,18,888
$3726.62,Kids,California,tduckitoo@wired.com,3608,408-275-9941,5,889
$3233.37,Kids,California,cgreenrdeop@clickbank.net,3281,831-450-8709,18,890
$603.17,Automotive,Alabama,swhaplingtonoq@ucoz.ru,1690,251-347-9922,8,891
$3894.80,Automotive,Florida,jinksteror@cnet.com,3556,754-611-8266,13,892
$4761.93,Beauty,California,dantoniewiczos@rediff.com,4193,310-964-7379,14,893
$4446.05,Health,Ohio,blavensot@meetup.com,3025,513-193-9866,20,894
$113.85,Music,New Jersey,hzahorou@imageshack.us,4925,609-228-3747,20,895
$283.03,Shoes,Pennsylvania,omacgruerov@cisco.com,1001,570-269-9583,19,896
$4492.04,Electronics,Alabama,jbreckenridgeow@mayoclinic.com,1700,334-262-1778,29,897
$1362.94,Movies,North Carolina,rhenfreox@skype.com,2183,919-664-3070,1,898
$935.70,Beauty,Ohio,rchauveyoy@bloglines.com,3952,330-314-9402,20,899
$1346.68,Electronics,North Carolina,bdomonioz@cargocollective.com,2592,910-306-4210,20,900
$2822.03,Movies,Florida,jfozardp0@wordpress.org,517,813-291-8354,12,901
$1202.44,Outdoors,Ohio,jwankp1@mit.edu,2827,513-908-4464,5,902
$3163.11,Music,North Carolina,lsorleyp2@techcrunch.com,4565,704-401-9025,25,903
$3836.30,Industrial,California,nministerp3@nature.com,4179,559-742-0151,20,904
$1735.44,Beauty,North Carolina,eblakeboroughp4@rakuten.co.jp,4337,336-543-1322,30,905
$3647.95,Sports,New Jersey,kpieruccip5@baidu.com,4060,609-986-9142,7,906
$2219.28,Jewelry,Pennsylvania,dgallantp6@e-recht24.de,662,412-186-3105,15,907
$1952.69,Industrial,Pennsylvania,twomersleyp7@auda.org.au,1640,215-790-3238,15,908
$3754.10,Toys,Pennsylvania,astrethillp8@reverbnation.com,2285,717-231-7337,17,909
$2328.90,Books,Florida,mronaynep9@wunderground.com,2614,305-394-4092,10,910
$2550.81,Books,California,jpoguepa@bluehost.com,3744,805-161-3036,14,911
$4581.53,Games,Wisconsin,clempertzpb@google.com.br,4850,414-399-9348,18,912
$3847.54,Grocery,California,gdowsonpc@shop-pro.jp,4681,858-415-2728,11,913
$2335.65,Outdoors,Florida,ckeedwellpd@livejournal.com,1587,561-396-4985,26,914
$397.21,Garden,Florida,rflaunepe@dell.com,4152,941-437-2179,29,915
$1030.36,Toys,Kansas,tclemittpf@eepurl.com,2032,785-813-4267,24,916
$1897.38,Outdoors,Florida,bjaffrapg@weebly.com,1885,561-278-6653,22,917
$4211.25,Toys,California,fterbruggeph@privacy.gov.au,4760,415-514-5610,16,918
$1319.86,Home,Pennsylvania,lmeadpi@newsvine.com,3777,610-182-1875,19,919
$277.51,Games,Florida,crieppj@upenn.edu,3178,407-182-0921,18,920
$4999.29,Garden,Pennsylvania,bklejinpk@mediafire.com,3881,267-196-5241,24,921
$474.05,Automotive,Ohio,kdellerpl@who.int,349,216-506-0057,7,922
$162.46,Sports,North Carolina,aterrampm@posterous.com,1296,919-182-4526,26,923
$2068.83,Music,Ohio,sabrahamovitzpn@pinterest.com,1510,614-659-2798,18,924
$1840.17,Toys,Florida,bmulliganpo@typepad.com,3354,813-615-8234,20,925
$1811.60,Clothing,California,rmacgounpp@marriott.com,2119,323-639-7746,29,926
$815.43,Industrial,California,cfaulopq@oracle.com,2657,213-348-4643,10,927
$4116.72,Games,California,kjoskovitchpr@amazon.co.jp,4064,818-341-0882,4,928
$3740.96,Electronics,California,wfilpips@wikipedia.org,4132,408-504-6112,30,929
$4189.44,Sports,Florida,btomadonipt@nature.com,4055,904-840-7848,9,930
$1167.76,Outdoors,Florida,wstephensonpu@java.com,2208,352-446-9779,21,931
$3455.10,Health,California,hmaskillpv@yellowpages.com,1510,661-128-2125,25,932
$2075.60,Books,Florida,cinglishpw@goodreads.com,1373,407-488-1467,11,933
$617.18,Toys,California,ydundonpx@google.com.hk,3363,310-547-4445,5,934
$2243.04,Grocery,California,lmaccarterpy@clickbank.net,3231,619-331-8913,24,935
$4272.15,Sports,Pennsylvania,pcrewspz@globo.com,1465,215-223-7018,17,936
$3113.60,Garden,New Jersey,cgabbettq0@bluehost.com,3312,973-421-7302,20,937
$4096.13,Grocery,Florida,mbannellq1@purevolume.com,4515,813-781-6258,3,938
$3343.88,Industrial,Florida,favisq2@4shared.com,398,786-946-2296,27,939
$4895.10,Books,Pennsylvania,eromushkinq3@fotki.com,4302,215-570-3921,29,940
$3242.20,Industrial,Pennsylvania,ebevansq4@bbb.org,1718,215-476-4409,3,941
$1551.11,Shoes,Alabama,nsibbsonq5@cnet.com,1476,205-925-9244,3,942
$4607.14,Beauty,Wisconsin,kgoomq6@networksolutions.com,4309,414-570-1051,24,943
$4283.24,Grocery,California,cyoleq7@mtv.com,1817,818-171-5319,2,944
$1245.44,Shoes,California,mkelwaybamberq8@mac.com,2982,209-791-1152,26,945
$43.35,Garden,California,ebatmanq9@google.com.au,399,408-594-2196,26,946
$3267.37,Baby,California,bstudholmeqa@wikia.com,828,650-275-4379,12,947
$254.91,Outdoors,California,cbartholomausqb@sbwire.com,1547,213-654-3207,20,948
$3046.80,Automotive,California,mwifflerqc@meetup.com,3182,323-217-5118,1,949
$1160.22,Electronics,Florida,rmoscropqd@tiny.cc,4873,941-762-6991,29,950
$445.31,Baby,California,edarqueqe@mozilla.com,686,805-738-2024,16,951
$2700.36,Baby,Florida,kboddamqf@dedecms.com,4799,941-669-3465,7,952
$2606.94,Health,Ohio,hfedderqg@reference.com,977,614-221-6291,1,953
$648.27,Grocery,Florida,fsteggalsqh@sfgate.com,2490,813-114-6465,29,954
$3593.42,Shoes,Connecticut,apleaceqi@constantcontact.com,3435,203-390-7022,18,955
$4379.30,Garden,Pennsylvania,bteshqj@fastcompany.com,1059,412-193-5727,10,956
$3806.70,Industrial,Alabama,fwhileqk@bloomberg.com,197,205-374-6879,2,957
$240.13,Music,Florida,grobertiql@moonfruit.com,372,321-913-5614,6,958
$2798.04,Beauty,Ohio,ijeavesqm@hatena.ne.jp,2285,234-413-9393,21,959
$3454.48,Baby,California,sgallandreqn@cloudflare.com,1875,626-938-5980,29,960
$2573.28,Sports,North Carolina,ltrowqo@accuweather.com,641,704-649-6248,17,961
$1827.85,Garden,Florida,mknappenqp@over-blog.com,2430,904-546-8587,8,962
$4284.26,Computers,Florida,whankardqq@virginia.edu,2984,772-664-9861,14,963
$128.61,Grocery,Alabama,gdawtonqr@hao123.com,2989,334-613-1839,28,964
$4475.22,Baby,California,mtremontanaqs@sitemeter.com,168,559-506-6161,4,965
$960.27,Sports,North Carolina,otolertonqt@wikimedia.org,4378,919-826-5233,23,966
$3820.51,Books,California,mjorezqu@usnews.com,3538,626-738-2267,5,967
$1150.64,Jewelry,Pennsylvania,rstrowtherqv@sourceforge.net,2938,215-578-1692,23,968
$3833.51,Beauty,Florida,wjakoubqw@typepad.com,2235,561-266-1590,25,969
$3722.72,Music,North Carolina,jbrisleyqx@live.com,2718,704-311-3115,8,970
$1822.23,Toys,California,balfonzoqy@amazon.com,165,415-437-7828,30,971
$2992.32,Music,North Carolina,mrontschqz@yellowbook.com,3454,336-637-9170,15,972
$2428.47,Tools,Alabama,lmoulsterr0@answers.com,171,251-527-0513,30,973
$2932.10,Computers,California,mdinningr1@sbwire.com,3115,619-511-2066,10,974
$2408.80,Outdoors,California,gdeethr2@ifeng.com,1494,626-751-3001,21,975
$932.75,Sports,Florida,gailwardr3@usda.gov,2738,941-610-9720,29,976
$4893.00,Shoes,California,jsulmanr4@slashdot.org,891,714-247-0291,12,977
$3705.11,Shoes,Ohio,rabrashkovr5@gravatar.com,3529,440-946-0583,30,978
$3163.19,Industrial,North Carolina,fselwinr6@irs.gov,735,704-318-7053,9,979
$2092.28,Games,Alabama,ncaukillr7@t.co,2141,251-582-1715,27,980
$856.05,Movies,California,chargetr8@over-blog.com,3497,559-127-1265,26,981
$4695.09,Grocery,Kansas,mlebarreer9@go.com,2741,316-145-2436,8,982
$3822.58,Kids,Pennsylvania,rcuphusra@cpanel.net,1190,814-606-8142,26,983
$390.60,Automotive,Florida,tdunsrb@paypal.com,67,407-999-8938,22,984
$3693.19,Home,Ohio,skeesmanrc@examiner.com,1692,937-165-0203,18,985
$2649.65,Baby,North Carolina,tdoncasterrd@odnoklassniki.ru,1160,919-759-2282,16,986
$700.84,Garden,Ohio,lbehlingre@bing.com,1892,513-544-2728,28,987
$4014.80,Toys,Florida,catherrf@washingtonpost.com,4260,941-143-2695,5,988
$1028.62,Kids,North Carolina,gbramerrg@webmd.com,1240,919-705-6294,7,989
$3751.96,Kids,Florida,clindbladrh@smh.com.au,3427,786-788-8945,1,990
$3454.32,Electronics,Ohio,bkemsonri@walmart.com,4336,614-545-6529,4,991
$731.17,Outdoors,Alabama,salbistonrj@nbcnews.com,1099,205-908-2242,4,992
